,Localitate,Categorie
Siruta,,
178894,Ploscuteni,Femei_18-24
178901,Popesti,Femei_18-24
178910,Paulesti,Femei_18-24
178929,Biliesti,Femei_18-24
178938,Gologanu,Femei_18-24
178947,Obrejita,Barbati_18-24
178956,Rastoaca,Barbati_18-24
178965,Spulber,Femei_18-24
179132,Municipiul Bucuresti,Femei_18-24
179221,Oras Bragadiru,Barbati_18-24
179249,Chiajna,Barbati_18-24
179285,Oras Chitila,Femei_18-24
179310,Dobroesti,Femei_18-24
179347,Glina,Femei_18-24
179383,Jilava,Femei_18-24
179409,Oras Magurele,Femei_18-24
179463,Mogosoaia,Barbati_18-24
179481,Oras Otopeni,Femei_18-24
179515,Oras Pantelimon,Femei_18-24
179533,Oras Popesti Leordeni,Femei_18-24
179551,Oras Voluntari,Femei_18-24
179588,Copaceni,Barbati_18-24
179604,Poienile Izei,Femei_18-24
179613,Sieu,Barbati_18-24
179622,Grosii Tiblesului,Barbati_18-24
179631,Treznea,Femei_18-24
179640,Vulcana-Pandele,Femei_18-24
179659,Negrilesti,Femei_18-24
179677,Camin,Barbati_18-24
179686,Dumitrita,Femei_18-24
179695,Simisna,Barbati_18-24
179702,Traian,Femei_18-24
179711,Vladeni,Femei_18-24
179720,Poiana Ilvei,Femei_25-34
179739,Malu,Femei_18-24
179748,Cosoba,Barbati_18-24
179757,Herasti,Barbati_18-24
179766,Isvoarele,Femei_25-34
179775,Sabareni,Barbati_18-24
179784,Boranesti,Femei_18-24
179793,Buesti,Barbati_18-24
179800,Maia,Femei_18-24
179819,Ograda,Femei_18-24
179828,Rosiori,Femei_25-34
179837,Coas,Barbati_18-24
179846,Coltau,Femei_18-24
179855,Gardani,Femei_18-24
179864,Oncesti,Femei_18-24
179873,Agris,Femei_25-34
179882,Ciumesti,Femei_18-24
179891,Raciu,Femei_18-24
179908,Pietrari,Femei_18-24
179917,Rau Alb,Femei_18-24
179926,Rascaeti,Femei_18-24
179935,Persinari,Femei_18-24
179944,Runcu Salvei,Femei_18-24
179953,Ciceu- Mihaiesti,Barbati_18-24
179962,Galbinasi,Femei_65_
179971,Colelia,Femei_25-34
179980,Marculesti,Femei_18-24
179999,Moldoveni,Femei_18-24
180000,Platonesti,Femei_18-24
180019,Sarateni,Femei_18-24
180028,Porumbesti,Femei_18-24
180037,Boghis,Femei_18-24
180046,Gura Ialomitei,Femei_18-24
180055,Crivat,Femei_18-24
180064,Barbulesti,Femei_65_
180091,Racsa,Barbati_18-24
